country,country_code_2_digit,country_code_3_digit,population,reported_date,source,ICU_occupancy_count,hospital_occupancy_count
Cyprus,CY,CYP,875899,2020-04-10,Country_Website,12,50
Cyprus,CY,CYP,875899,2020-04-11,Country_Website,12,45
Cyprus,CY,CYP,875899,2020-04-12,Country_Website,13,42
Cyprus,CY,CYP,875899,2020-03-30,Country_Website,10,34
Cyprus,CY,CYP,875899,2020-03-31,Country_Website,11,40
Cyprus,CY,CYP,875899,2020-04-01,Country_Website,11,54
Cyprus,CY,CYP,875899,2020-04-02,Country_Website,9,51
Cyprus,CY,CYP,875899,2020-04-03,Country_Website,12,55
Cyprus,CY,CYP,875899,2020-04-04,Country_Website,11,56
Cyprus,CY,CYP,875899,2020-04-05,Country_Website,11,55
Cyprus,CY,CYP,875899,2020-03-23,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-24,Country_Website,4,24
Cyprus,CY,CYP,875899,2020-03-25,Country_Website,5,23
Cyprus,CY,CYP,875899,2020-03-26,Country_Website,6,21
Cyprus,CY,CYP,875899,2020-03-27,Country_Website,8,29
Cyprus,CY,CYP,875899,2020-03-28,Country_Website,11,34
Cyprus,CY,CYP,875899,2020-03-29,Country_Website,9,33
Cyprus,CY,CYP,875899,2020-03-16,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-17,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-18,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-19,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-20,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-21,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-22,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-09,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-10,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-11,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-12,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-13,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-14,Country_Website,0,0
Cyprus,CY,CYP,875899,2020-03-15,Country_Website,0,0
Czechia,CZ,CZE,10649800,2023-07-10,Country_API,0,8
Czechia,CZ,CZE,10649800,2023-07-11,Country_API,0,10
Czechia,CZ,CZE,10649800,2023-07-12,Country_API,0,10
Czechia,CZ,CZE,10649800,2023-07-03,Country_API,0,6
Czechia,CZ,CZE,10649800,2023-07-04,Country_API,1,9
Czechia,CZ,CZE,10649800,2023-07-05,Country_API,1,7
Czechia,CZ,CZE,10649800,2023-07-06,Country_API,1,9
Czechia,CZ,CZE,10649800,2023-07-07,Country_API,2,12
Czechia,CZ,CZE,10649800,2023-07-08,Country_API,0,7
Czechia,CZ,CZE,10649800,2023-07-09,Country_API,0,6
Czechia,CZ,CZE,10649800,2023-06-26,Country_API,0,9
Czechia,CZ,CZE,10649800,2023-06-27,Country_API,1,8
Czechia,CZ,CZE,10649800,2023-06-28,Country_API,0,4
Czechia,CZ,CZE,10649800,2023-06-29,Country_API,0,7
Czechia,CZ,CZE,10649800,2023-06-30,Country_API,0,8
Czechia,CZ,CZE,10649800,2023-07-01,Country_API,0,6
Czechia,CZ,CZE,10649800,2023-07-02,Country_API,0,6
Czechia,CZ,CZE,10649800,2023-06-19,Country_API,2,18
Czechia,CZ,CZE,10649800,2023-06-20,Country_API,2,15
Czechia,CZ,CZE,10649800,2023-06-21,Country_API,1,22
Czechia,CZ,CZE,10649800,2023-06-22,Country_API,1,15
Czechia,CZ,CZE,10649800,2023-06-23,Country_API,1,15
Czechia,CZ,CZE,10649800,2023-06-24,Country_API,1,13
Czechia,CZ,CZE,10649800,2023-06-25,Country_API,1,11
Czechia,CZ,CZE,10649800,2023-06-12,Country_API,2,26
Czechia,CZ,CZE,10649800,2023-06-13,Country_API,3,25
Czechia,CZ,CZE,10649800,2023-06-14,Country_API,4,23
Czechia,CZ,CZE,10649800,2023-06-15,Country_API,2,19
Czechia,CZ,CZE,10649800,2023-06-16,Country_API,3,20
Czechia,CZ,CZE,10649800,2023-06-17,Country_API,3,16
Czechia,CZ,CZE,10649800,2023-06-18,Country_API,3,15
Czechia,CZ,CZE,10649800,2023-06-05,Country_API,2,36
Czechia,CZ,CZE,10649800,2023-06-06,Country_API,2,37
Czechia,CZ,CZE,10649800,2023-06-07,Country_API,3,41
Czechia,CZ,CZE,10649800,2023-06-08,Country_API,2,37
Czechia,CZ,CZE,10649800,2023-06-09,Country_API,2,38
Czechia,CZ,CZE,10649800,2023-06-10,Country_API,2,26
Czechia,CZ,CZE,10649800,2023-06-11,Country_API,2,27
Czechia,CZ,CZE,10649800,2023-05-29,Country_API,0,52
Czechia,CZ,CZE,10649800,2023-05-30,Country_API,0,44
Czechia,CZ,CZE,10649800,2023-05-31,Country_API,0,37
Czechia,CZ,CZE,10649800,2023-06-01,Country_API,0,33
Czechia,CZ,CZE,10649800,2023-06-02,Country_API,0,38
Czechia,CZ,CZE,10649800,2023-06-03,Country_API,1,32
Czechia,CZ,CZE,10649800,2023-06-04,Country_API,1,33
Czechia,CZ,CZE,10649800,2023-05-22,Country_API,2,69
Czechia,CZ,CZE,10649800,2023-05-23,Country_API,2,58
Czechia,CZ,CZE,10649800,2023-05-24,Country_API,1,64
Czechia,CZ,CZE,10649800,2023-05-25,Country_API,1,56
Czechia,CZ,CZE,10649800,2023-05-26,Country_API,0,51
Czechia,CZ,CZE,10649800,2023-05-27,Country_API,0,40
Czechia,CZ,CZE,10649800,2023-05-28,Country_API,0,43
Czechia,CZ,CZE,10649800,2023-05-15,Country_API,10,97
Czechia,CZ,CZE,10649800,2023-05-16,Country_API,11,105
Czechia,CZ,CZE,10649800,2023-05-17,Country_API,12,101
Czechia,CZ,CZE,10649800,2023-05-18,Country_API,8,90
Czechia,CZ,CZE,10649800,2023-05-19,Country_API,8,88
Czechia,CZ,CZE,10649800,2023-05-20,Country_API,1,62
Czechia,CZ,CZE,10649800,2023-05-21,Country_API,3,66
Czechia,CZ,CZE,10649800,2023-05-08,Country_API,7,99
Czechia,CZ,CZE,10649800,2023-05-09,Country_API,8,118
Czechia,CZ,CZE,10649800,2023-05-10,Country_API,9,112
Czechia,CZ,CZE,10649800,2023-05-11,Country_API,10,109
Czechia,CZ,CZE,10649800,2023-05-12,Country_API,10,104
Czechia,CZ,CZE,10649800,2023-05-13,Country_API,10,81
Czechia,CZ,CZE,10649800,2023-05-14,Country_API,8,80
Czechia,CZ,CZE,10649800,2023-05-01,Country_API,13,152
Czechia,CZ,CZE,10649800,2023-05-02,Country_API,13,172
Czechia,CZ,CZE,10649800,2023-05-03,Country_API,11,154
Czechia,CZ,CZE,10649800,2023-05-04,Country_API,8,150
Czechia,CZ,CZE,10649800,2023-05-05,Country_API,6,142
Czechia,CZ,CZE,10649800,2023-05-06,Country_API,6,103
Czechia,CZ,CZE,10649800,2023-05-07,Country_API,6,99
Czechia,CZ,CZE,10649800,2023-04-24,Country_API,14,256
Czechia,CZ,CZE,10649800,2023-04-25,Country_API,15,239
Czechia,CZ,CZE,10649800,2023-04-26,Country_API,14,219
Czechia,CZ,CZE,10649800,2023-04-27,Country_API,15,208
Czechia,CZ,CZE,10649800,2023-04-28,Country_API,17,194
Czechia,CZ,CZE,10649800,2023-04-29,Country_API,15,152
Czechia,CZ,CZE,10649800,2023-04-30,Country_API,16,155
Czechia,CZ,CZE,10649800,2023-04-17,Country_API,19,361
Czechia,CZ,CZE,10649800,2023-04-18,Country_API,18,338
Czechia,CZ,CZE,10649800,2023-04-19,Country_API,19,322
Czechia,CZ,CZE,10649800,2023-04-20,Country_API,17,290
Czechia,CZ,CZE,10649800,2023-04-21,Country_API,16,268
Czechia,CZ,CZE,10649800,2023-04-22,Country_API,14,213
Czechia,CZ,CZE,10649800,2023-04-23,Country_API,14,217
Czechia,CZ,CZE,10649800,2023-04-10,Country_API,29,356
Czechia,CZ,CZE,10649800,2023-04-11,Country_API,31,440
Czechia,CZ,CZE,10649800,2023-04-12,Country_API,30,421
Czechia,CZ,CZE,10649800,2023-04-13,Country_API,25,388
Czechia,CZ,CZE,10649800,2023-04-14,Country_API,24,380
Czechia,CZ,CZE,10649800,2023-04-15,Country_API,19,333
Czechia,CZ,CZE,10649800,2023-04-16,Country_API,19,339
Czechia,CZ,CZE,10649800,2023-04-03,Country_API,42,519
Czechia,CZ,CZE,10649800,2023-04-04,Country_API,48,498
Czechia,CZ,CZE,10649800,2023-04-05,Country_API,44,466
Czechia,CZ,CZE,10649800,2023-04-06,Country_API,37,430
Czechia,CZ,CZE,10649800,2023-04-07,Country_API,31,324
Czechia,CZ,CZE,10649800,2023-04-08,Country_API,25,316
Czechia,CZ,CZE,10649800,2023-04-09,Country_API,26,323
Czechia,CZ,CZE,10649800,2023-03-27,Country_API,43,684
Czechia,CZ,CZE,10649800,2023-03-28,Country_API,47,669
Czechia,CZ,CZE,10649800,2023-03-29,Country_API,49,636
Czechia,CZ,CZE,10649800,2023-03-30,Country_API,44,570
Czechia,CZ,CZE,10649800,2023-03-31,Country_API,42,534
Czechia,CZ,CZE,10649800,2023-04-01,Country_API,40,474
Czechia,CZ,CZE,10649800,2023-04-02,Country_API,45,497
Czechia,CZ,CZE,10649800,2023-03-20,Country_API,46,868
Czechia,CZ,CZE,10649800,2023-03-21,Country_API,41,852
Czechia,CZ,CZE,10649800,2023-03-22,Country_API,40,782
Czechia,CZ,CZE,10649800,2023-03-23,Country_API,44,763
Czechia,CZ,CZE,10649800,2023-03-24,Country_API,40,724
Czechia,CZ,CZE,10649800,2023-03-25,Country_API,43,636
Czechia,CZ,CZE,10649800,2023-03-26,Country_API,42,633
Czechia,CZ,CZE,10649800,2023-03-13,Country_API,49,876
Czechia,CZ,CZE,10649800,2023-03-14,Country_API,55,825
Czechia,CZ,CZE,10649800,2023-03-15,Country_API,54,861
Czechia,CZ,CZE,10649800,2023-03-16,Country_API,50,838
Czechia,CZ,CZE,10649800,2023-03-17,Country_API,51,850
Czechia,CZ,CZE,10649800,2023-03-18,Country_API,43,741
Czechia,CZ,CZE,10649800,2023-03-19,Country_API,44,778
Czechia,CZ,CZE,10649800,2023-03-06,Country_API,43,781
Czechia,CZ,CZE,10649800,2023-03-07,Country_API,47,798
Czechia,CZ,CZE,10649800,2023-03-08,Country_API,53,781
Czechia,CZ,CZE,10649800,2023-03-09,Country_API,55,782
Czechia,CZ,CZE,10649800,2023-03-10,Country_API,51,785
Czechia,CZ,CZE,10649800,2023-03-11,Country_API,46,683
Czechia,CZ,CZE,10649800,2023-03-12,Country_API,47,715
Czechia,CZ,CZE,10649800,2023-02-27,Country_API,44,808
Czechia,CZ,CZE,10649800,2023-02-28,Country_API,42,779
Czechia,CZ,CZE,10649800,2023-03-01,Country_API,41,741
Czechia,CZ,CZE,10649800,2023-03-02,Country_API,50,765
Czechia,CZ,CZE,10649800,2023-03-03,Country_API,48,728
Czechia,CZ,CZE,10649800,2023-03-04,Country_API,39,611
Czechia,CZ,CZE,10649800,2023-03-05,Country_API,37,647
Czechia,CZ,CZE,10649800,2023-02-20,Country_API,49,746
Czechia,CZ,CZE,10649800,2023-02-21,Country_API,45,751
Czechia,CZ,CZE,10649800,2023-02-22,Country_API,38,765
Czechia,CZ,CZE,10649800,2023-02-23,Country_API,36,766
Czechia,CZ,CZE,10649800,2023-02-24,Country_API,45,788
Czechia,CZ,CZE,10649800,2023-02-25,Country_API,45,697
Czechia,CZ,CZE,10649800,2023-02-26,Country_API,37,694
Czechia,CZ,CZE,10649800,2023-02-13,Country_API,38,523
Czechia,CZ,CZE,10649800,2023-02-14,Country_API,37,549
Czechia,CZ,CZE,10649800,2023-02-15,Country_API,33,584
Czechia,CZ,CZE,10649800,2023-02-16,Country_API,38,597
Czechia,CZ,CZE,10649800,2023-02-17,Country_API,44,621
Czechia,CZ,CZE,10649800,2023-02-18,Country_API,46,595
Czechia,CZ,CZE,10649800,2023-02-19,Country_API,48,611
Czechia,CZ,CZE,10649800,2023-02-06,Country_API,18,385
Czechia,CZ,CZE,10649800,2023-02-07,Country_API,17,371
Czechia,CZ,CZE,10649800,2023-02-08,Country_API,20,359
Czechia,CZ,CZE,10649800,2023-02-09,Country_API,30,389
Czechia,CZ,CZE,10649800,2023-02-10,Country_API,33,418
Czechia,CZ,CZE,10649800,2023-02-11,Country_API,32,398
Czechia,CZ,CZE,10649800,2023-02-12,Country_API,32,436
Czechia,CZ,CZE,10649800,2023-01-30,Country_API,19,348
Czechia,CZ,CZE,10649800,2023-01-31,Country_API,19,356
Czechia,CZ,CZE,10649800,2023-02-01,Country_API,16,349
Czechia,CZ,CZE,10649800,2023-02-02,Country_API,14,335
Czechia,CZ,CZE,10649800,2023-02-03,Country_API,16,346
Czechia,CZ,CZE,10649800,2023-02-04,Country_API,17,306
Czechia,CZ,CZE,10649800,2023-02-05,Country_API,15,319
Czechia,CZ,CZE,10649800,2023-01-23,Country_API,27,320
Czechia,CZ,CZE,10649800,2023-01-24,Country_API,26,321
Czechia,CZ,CZE,10649800,2023-01-25,Country_API,24,318
Czechia,CZ,CZE,10649800,2023-01-26,Country_API,21,307
Czechia,CZ,CZE,10649800,2023-01-27,Country_API,20,297
Czechia,CZ,CZE,10649800,2023-01-28,Country_API,18,277
Czechia,CZ,CZE,10649800,2023-01-29,Country_API,15,290
Czechia,CZ,CZE,10649800,2023-01-16,Country_API,45,354
Czechia,CZ,CZE,10649800,2023-01-17,Country_API,47,343
Czechia,CZ,CZE,10649800,2023-01-18,Country_API,42,327
Czechia,CZ,CZE,10649800,2023-01-19,Country_API,37,319
Czechia,CZ,CZE,10649800,2023-01-20,Country_API,29,303
Czechia,CZ,CZE,10649800,2023-01-21,Country_API,27,259
Czechia,CZ,CZE,10649800,2023-01-22,Country_API,28,276
Czechia,CZ,CZE,10649800,2023-01-09,Country_API,50,542
Czechia,CZ,CZE,10649800,2023-01-10,Country_API,46,521
Czechia,CZ,CZE,10649800,2023-01-11,Country_API,45,456
Czechia,CZ,CZE,10649800,2023-01-12,Country_API,39,416
Czechia,CZ,CZE,10649800,2023-01-13,Country_API,39,397
Czechia,CZ,CZE,10649800,2023-01-14,Country_API,36,319
Czechia,CZ,CZE,10649800,2023-01-15,Country_API,38,323
Czechia,CZ,CZE,10649800,2023-01-02,Country_API,59,681
Czechia,CZ,CZE,10649800,2023-01-03,Country_API,55,686
Czechia,CZ,CZE,10649800,2023-01-04,Country_API,53,676
Czechia,CZ,CZE,10649800,2023-01-05,Country_API,53,631
Czechia,CZ,CZE,10649800,2023-01-06,Country_API,55,588
Czechia,CZ,CZE,10649800,2023-01-07,Country_API,46,493
Czechia,CZ,CZE,10649800,2023-01-08,Country_API,48,488
Czechia,CZ,CZE,10649800,2022-12-26,Country_API,64,627
Czechia,CZ,CZE,10649800,2022-12-27,Country_API,68,762
Czechia,CZ,CZE,10649800,2022-12-28,Country_API,60,710
Czechia,CZ,CZE,10649800,2022-12-29,Country_API,55,675
Czechia,CZ,CZE,10649800,2022-12-30,Country_API,53,665
Czechia,CZ,CZE,10649800,2022-12-31,Country_API,57,604
Czechia,CZ,CZE,10649800,2023-01-01,Country_API,53,602
Czechia,CZ,CZE,10649800,2022-12-19,Country_API,55,902
Czechia,CZ,CZE,10649800,2022-12-20,Country_API,62,900
Czechia,CZ,CZE,10649800,2022-12-21,Country_API,61,846
Czechia,CZ,CZE,10649800,2022-12-22,Country_API,60,836
Czechia,CZ,CZE,10649800,2022-12-23,Country_API,55,757
Czechia,CZ,CZE,10649800,2022-12-24,Country_API,53,594
Czechia,CZ,CZE,10649800,2022-12-25,Country_API,57,603
Czechia,CZ,CZE,10649800,2022-12-12,Country_API,56,890
Czechia,CZ,CZE,10649800,2022-12-13,Country_API,52,869
Czechia,CZ,CZE,10649800,2022-12-14,Country_API,53,833
Czechia,CZ,CZE,10649800,2022-12-15,Country_API,51,814
Czechia,CZ,CZE,10649800,2022-12-16,Country_API,50,822
Czechia,CZ,CZE,10649800,2022-12-17,Country_API,42,754
Czechia,CZ,CZE,10649800,2022-12-18,Country_API,47,786
Czechia,CZ,CZE,10649800,2022-12-05,Country_API,57,761
Czechia,CZ,CZE,10649800,2022-12-06,Country_API,57,797
Czechia,CZ,CZE,10649800,2022-12-07,Country_API,61,815
Czechia,CZ,CZE,10649800,2022-12-08,Country_API,56,816
Czechia,CZ,CZE,10649800,2022-12-09,Country_API,55,849
Czechia,CZ,CZE,10649800,2022-12-10,Country_API,56,759
Czechia,CZ,CZE,10649800,2022-12-11,Country_API,55,784
Czechia,CZ,CZE,10649800,2022-11-28,Country_Website,20,539
Czechia,CZ,CZE,10649800,2022-11-29,Country_API,47,671
Czechia,CZ,CZE,10649800,2022-11-30,Country_API,47,687
Czechia,CZ,CZE,10649800,2022-12-01,Country_API,48,688
Czechia,CZ,CZE,10649800,2022-12-02,Country_API,48,685
Czechia,CZ,CZE,10649800,2022-12-03,Country_API,46,637
Czechia,CZ,CZE,10649800,2022-12-04,Country_API,50,663
Czechia,CZ,CZE,10649800,2022-11-21,Country_Website,34,565
Czechia,CZ,CZE,10649800,2022-11-22,Country_Website,34,563
Czechia,CZ,CZE,10649800,2022-11-23,Country_Website,29,568
Czechia,CZ,CZE,10649800,2022-11-24,Country_Website,27,565
Czechia,CZ,CZE,10649800,2022-11-25,Country_Website,26,537
Czechia,CZ,CZE,10649800,2022-11-26,Country_Website,25,459
Czechia,CZ,CZE,10649800,2022-11-27,Country_Website,21,463
Czechia,CZ,CZE,10649800,2022-11-14,Country_Website,20,562
Czechia,CZ,CZE,10649800,2022-11-15,Country_Website,19,552
Czechia,CZ,CZE,10649800,2022-11-16,Country_Website,24,535
Czechia,CZ,CZE,10649800,2022-11-17,Country_Website,25,480
Czechia,CZ,CZE,10649800,2022-11-18,Country_Website,22,517
Czechia,CZ,CZE,10649800,2022-11-19,Country_Website,25,439
Czechia,CZ,CZE,10649800,2022-11-20,Country_Website,25,461
Czechia,CZ,CZE,10649800,2022-11-07,Country_Website,27,676
Czechia,CZ,CZE,10649800,2022-11-08,Country_Website,25,652
Czechia,CZ,CZE,10649800,2022-11-09,Country_Website,24,611
Czechia,CZ,CZE,10649800,2022-11-10,Country_Website,19,563
Czechia,CZ,CZE,10649800,2022-11-11,Country_Website,24,569
Czechia,CZ,CZE,10649800,2022-11-12,Country_Website,24,499
Czechia,CZ,CZE,10649800,2022-11-13,Country_Website,25,497
Czechia,CZ,CZE,10649800,2022-10-31,Country_Website,42,859
Czechia,CZ,CZE,10649800,2022-11-01,Country_Website,37,829
Czechia,CZ,CZE,10649800,2022-11-02,Country_Website,39,812
Czechia,CZ,CZE,10649800,2022-11-03,Country_Website,37,750
Czechia,CZ,CZE,10649800,2022-11-04,Country_Website,33,699
Czechia,CZ,CZE,10649800,2022-11-05,Country_Website,30,593
Czechia,CZ,CZE,10649800,2022-11-06,Country_Website,26,609
Czechia,CZ,CZE,10649800,2022-10-24,Country_Website,45,1159
Czechia,CZ,CZE,10649800,2022-10-25,Country_Website,41,1044
Czechia,CZ,CZE,10649800,2022-10-26,Country_Website,41,999
Czechia,CZ,CZE,10649800,2022-10-27,Country_Website,41,923
Czechia,CZ,CZE,10649800,2022-10-28,Country_Website,33,772
Czechia,CZ,CZE,10649800,2022-10-29,Country_Website,32,753
Czechia,CZ,CZE,10649800,2022-10-30,Country_Website,31,766
Czechia,CZ,CZE,10649800,2022-10-17,Country_Website,75,1670
Czechia,CZ,CZE,10649800,2022-10-18,Country_Website,70,1600
Czechia,CZ,CZE,10649800,2022-10-19,Country_Website,65,1404
Czechia,CZ,CZE,10649800,2022-10-20,Country_Website,60,1304
Czechia,CZ,CZE,10649800,2022-10-21,Country_Website,57,1180
Czechia,CZ,CZE,10649800,2022-10-22,Country_Website,53,1025
Czechia,CZ,CZE,10649800,2022-10-23,Country_Website,50,1023
Czechia,CZ,CZE,10649800,2022-10-10,Country_Website,64,2014
Czechia,CZ,CZE,10649800,2022-10-11,Country_Website,73,1907
Czechia,CZ,CZE,10649800,2022-10-12,Country_Website,72,1817
Czechia,CZ,CZE,10649800,2022-10-13,Country_Website,64,1742
Czechia,CZ,CZE,10649800,2022-10-14,Country_Website,71,1653
Czechia,CZ,CZE,10649800,2022-10-15,Country_Website,71,1407
Czechia,CZ,CZE,10649800,2022-10-16,Country_Website,73,1461
Czechia,CZ,CZE,10649800,2022-10-03,Country_Website,54,1968
Czechia,CZ,CZE,10649800,2022-10-04,Country_Website,59,2020
Czechia,CZ,CZE,10649800,2022-10-05,Country_Website,62,1959
Czechia,CZ,CZE,10649800,2022-10-06,Country_Website,57,1930
Czechia,CZ,CZE,10649800,2022-10-07,Country_Website,51,1926
Czechia,CZ,CZE,10649800,2022-10-08,Country_Website,53,1657
Czechia,CZ,CZE,10649800,2022-10-09,Country_Website,57,1749
Czechia,CZ,CZE,10649800,2022-09-26,Country_Website,49,1431
Czechia,CZ,CZE,10649800,2022-09-27,Country_Website,51,1525
Czechia,CZ,CZE,10649800,2022-09-28,Country_Website,52,1427
Czechia,CZ,CZE,10649800,2022-09-29,Country_Website,54,1666
Czechia,CZ,CZE,10649800,2022-09-30,Country_Website,57,1729
Czechia,CZ,CZE,10649800,2022-10-01,Country_Website,46,1586
Czechia,CZ,CZE,10649800,2022-10-02,Country_Website,51,1669
Czechia,CZ,CZE,10649800,2022-09-19,Country_Website,34,1007
Czechia,CZ,CZE,10649800,2022-09-20,Country_Website,26,976
Czechia,CZ,CZE,10649800,2022-09-21,Country_Website,24,978
Czechia,CZ,CZE,10649800,2022-09-22,Country_Website,30,1002
Czechia,CZ,CZE,10649800,2022-09-23,Country_Website,33,1071
Czechia,CZ,CZE,10649800,2022-09-24,Country_Website,28,992
Czechia,CZ,CZE,10649800,2022-09-25,Country_Website,37,1080
Czechia,CZ,CZE,10649800,2022-09-12,Country_Website,32,879
Czechia,CZ,CZE,10649800,2022-09-13,Country_Website,37,907
Czechia,CZ,CZE,10649800,2022-09-14,Country_Website,28,913
Czechia,CZ,CZE,10649800,2022-09-15,Country_Website,32,926
Czechia,CZ,CZE,10649800,2022-09-16,Country_Website,30,951
Czechia,CZ,CZE,10649800,2022-09-17,Country_Website,25,819
Czechia,CZ,CZE,10649800,2022-09-18,Country_Website,26,870
Czechia,CZ,CZE,10649800,2022-09-05,Country_Website,29,776
Czechia,CZ,CZE,10649800,2022-09-06,Country_Website,36,790
Czechia,CZ,CZE,10649800,2022-09-07,Country_Website,33,759
Czechia,CZ,CZE,10649800,2022-09-08,Country_Website,38,784
Czechia,CZ,CZE,10649800,2022-09-09,Country_Website,31,768
Czechia,CZ,CZE,10649800,2022-09-10,Country_Website,25,693
Czechia,CZ,CZE,10649800,2022-09-11,Country_Website,32,737
Czechia,CZ,CZE,10649800,2022-08-29,Country_Website,31,898
Czechia,CZ,CZE,10649800,2022-08-30,Country_Website,27,857
Czechia,CZ,CZE,10649800,2022-08-31,Country_Website,22,817
Czechia,CZ,CZE,10649800,2022-09-01,Country_Website,24,766
Czechia,CZ,CZE,10649800,2022-09-02,Country_Website,26,731
Czechia,CZ,CZE,10649800,2022-09-03,Country_Website,27,635
Czechia,CZ,CZE,10649800,2022-09-04,Country_Website,29,659
Czechia,CZ,CZE,10649800,2022-08-22,Country_Website,46,1004
Czechia,CZ,CZE,10649800,2022-08-23,Country_Website,45,971
Czechia,CZ,CZE,10649800,2022-08-24,Country_Website,43,917
Czechia,CZ,CZE,10649800,2022-08-25,Country_Website,46,882
Czechia,CZ,CZE,10649800,2022-08-26,Country_Website,38,866
Czechia,CZ,CZE,10649800,2022-08-27,Country_Website,35,772
Czechia,CZ,CZE,10649800,2022-08-28,Country_Website,32,768
Czechia,CZ,CZE,10649800,2022-08-15,Country_Website,28,1191
Czechia,CZ,CZE,10649800,2022-08-16,Country_Website,34,1113
Czechia,CZ,CZE,10649800,2022-08-17,Country_Website,33,1104
Czechia,CZ,CZE,10649800,2022-08-18,Country_Website,31,1035
Czechia,CZ,CZE,10649800,2022-08-19,Country_Website,37,1049
Czechia,CZ,CZE,10649800,2022-08-20,Country_Website,35,906
Czechia,CZ,CZE,10649800,2022-08-21,Country_Website,34,901
Czechia,CZ,CZE,10649800,2022-08-08,Country_Website,40,1280
Czechia,CZ,CZE,10649800,2022-08-09,Country_Website,40,1208
Czechia,CZ,CZE,10649800,2022-08-10,Country_Website,37,1218
Czechia,CZ,CZE,10649800,2022-08-11,Country_Website,35,1168
Czechia,CZ,CZE,10649800,2022-08-12,Country_Website,33,1147
Czechia,CZ,CZE,10649800,2022-08-13,Country_Website,35,1027
Czechia,CZ,CZE,10649800,2022-08-14,Country_Website,32,1044
Czechia,CZ,CZE,10649800,2022-08-01,Country_Website,45,1373
Czechia,CZ,CZE,10649800,2022-08-02,Country_Website,41,1351
Czechia,CZ,CZE,10649800,2022-08-03,Country_Website,38,1298
Czechia,CZ,CZE,10649800,2022-08-04,Country_Website,35,1311
Czechia,CZ,CZE,10649800,2022-08-05,Country_Website,36,1260
Czechia,CZ,CZE,10649800,2022-08-06,Country_Website,38,1090
Czechia,CZ,CZE,10649800,2022-08-07,Country_Website,42,1111
Czechia,CZ,CZE,10649800,2022-07-25,Country_Website,43,1186
Czechia,CZ,CZE,10649800,2022-07-26,Country_Website,50,1253
Czechia,CZ,CZE,10649800,2022-07-27,Country_Website,47,1286
Czechia,CZ,CZE,10649800,2022-07-28,Country_Website,48,1318
Czechia,CZ,CZE,10649800,2022-07-29,Country_Website,45,1302
Czechia,CZ,CZE,10649800,2022-07-30,Country_Website,43,1167
Czechia,CZ,CZE,10649800,2022-07-31,Country_Website,50,1192
Czechia,CZ,CZE,10649800,2022-07-18,Country_Website,22,684
Czechia,CZ,CZE,10649800,2022-07-19,Country_Website,26,734
Czechia,CZ,CZE,10649800,2022-07-20,Country_Website,27,796
Czechia,CZ,CZE,10649800,2022-07-21,Country_Website,33,855
Czechia,CZ,CZE,10649800,2022-07-22,Country_Website,33,953
Czechia,CZ,CZE,10649800,2022-07-23,Country_Website,39,891
Czechia,CZ,CZE,10649800,2022-07-24,Country_Website,41,960
Czechia,CZ,CZE,10649800,2022-07-11,Country_Website,16,374
Czechia,CZ,CZE,10649800,2022-07-12,Country_Website,16,433
Czechia,CZ,CZE,10649800,2022-07-13,Country_Website,18,437
Czechia,CZ,CZE,10649800,2022-07-14,Country_Website,16,484
Czechia,CZ,CZE,10649800,2022-07-15,Country_Website,20,541
Czechia,CZ,CZE,10649800,2022-07-16,Country_Website,18,518
Czechia,CZ,CZE,10649800,2022-07-17,Country_Website,16,562
Czechia,CZ,CZE,10649800,2022-07-04,Country_Website,17,295
Czechia,CZ,CZE,10649800,2022-07-05,Country_Website,17,272
Czechia,CZ,CZE,10649800,2022-07-06,Country_Website,14,268
Czechia,CZ,CZE,10649800,2022-07-07,Country_Website,18,323
Czechia,CZ,CZE,10649800,2022-07-08,Country_Website,21,319
Czechia,CZ,CZE,10649800,2022-07-09,Country_Website,18,272
Czechia,CZ,CZE,10649800,2022-07-10,Country_Website,19,288
Czechia,CZ,CZE,10649800,2022-06-27,Country_Website,6,182
Czechia,CZ,CZE,10649800,2022-06-28,Country_Website,7,196
Czechia,CZ,CZE,10649800,2022-06-29,Country_Website,8,216
Czechia,CZ,CZE,10649800,2022-06-30,Country_Website,9,224
Czechia,CZ,CZE,10649800,2022-07-01,Country_Website,9,243
Czechia,CZ,CZE,10649800,2022-07-02,Country_Website,11,227
Czechia,CZ,CZE,10649800,2022-07-03,Country_Website,14,243
Czechia,CZ,CZE,10649800,2022-06-20,Country_Website,1,120
Czechia,CZ,CZE,10649800,2022-06-21,Country_Website,3,123
Czechia,CZ,CZE,10649800,2022-06-22,Country_Website,4,126
Czechia,CZ,CZE,10649800,2022-06-23,Country_Website,5,140
